hs_contact_id,sf_lead_id,match_confidence
HS-005429,LEAD-005429,high
HS-005430,LEAD-005430,high
HS-005431,LEAD-005431,high
HS-005432,LEAD-005432,high
HS-005433,LEAD-005433,high
HS-005434,LEAD-005434,high
HS-005435,,low
HS-005436,LEAD-005436,high
HS-005437,LEAD-005437,high
HS-005438,LEAD-005438,high
HS-005439,,low
HS-005440,LEAD-005440,high
HS-005441,LEAD-005441,high
HS-005442,LEAD-005442,high
HS-005443,LEAD-005443,high
HS-005444,LEAD-005444,high
HS-005445,LEAD-005445,high
HS-005446,LEAD-005446,high
HS-005447,LEAD-005447,high
HS-005448,LEAD-005448,high
HS-005449,LEAD-005449,high
HS-005450,LEAD-005450,high
HS-005451,LEAD-005451,high
HS-005452,LEAD-005452,high
HS-005453,LEAD-005453,high
HS-005454,LEAD-005454,high
HS-005455,LEAD-005455,high
HS-005456,LEAD-005456,high
HS-005457,LEAD-005457,high
HS-005458,LEAD-005458,high
HS-005459,LEAD-005459,high
HS-005460,LEAD-005460,high
HS-005461,LEAD-005461,high
HS-005462,LEAD-005462,high
HS-005463,LEAD-005463,high
HS-005464,LEAD-005464,high
HS-005465,LEAD-005465,high
HS-005466,LEAD-005466,high
HS-005467,LEAD-005467,high
HS-005468,LEAD-005468,high
HS-005469,LEAD-005469,high
HS-005470,LEAD-005470,high
HS-005471,LEAD-005471,high
HS-005472,LEAD-005472,high
HS-005473,LEAD-005473,high
HS-005474,LEAD-005474,high
HS-005475,LEAD-005475,high
HS-005476,LEAD-005476,high
HS-005477,LEAD-005477,high
HS-005478,LEAD-005478,high
HS-005479,LEAD-005479,high
HS-005480,LEAD-005480,high
HS-005481,LEAD-005481,high
HS-005482,LEAD-005482,high
HS-005483,LEAD-005483,high
HS-005484,LEAD-005484,high
HS-005485,LEAD-005485,high
HS-005486,LEAD-005486,high
HS-005487,LEAD-005487,high
HS-005488,LEAD-005488,high
HS-005489,LEAD-005489,high
HS-005490,LEAD-005490,high
HS-005491,LEAD-005491,high
HS-005492,LEAD-005492,high
HS-005493,LEAD-005493,high
HS-005494,LEAD-005494,high
HS-005495,LEAD-005495,high
HS-005496,LEAD-005496,high
HS-005497,LEAD-005497,high
HS-005498,LEAD-005498,high
HS-005499,LEAD-005499,high
HS-005500,LEAD-005500,high
HS-005501,LEAD-005501,high
HS-005502,LEAD-005502,high
HS-005503,LEAD-005503,high
HS-005504,LEAD-005504,high
HS-005505,,low
HS-005506,LEAD-005506,high
HS-005507,LEAD-005507,high
HS-005508,LEAD-005508,high
HS-005509,LEAD-005509,high
HS-005510,LEAD-005510,high
HS-005511,LEAD-005511,high
HS-005512,LEAD-005512,high
HS-005513,LEAD-005513,high
HS-005514,,low
HS-005515,LEAD-005515,high
HS-005516,LEAD-005516,high
HS-005517,LEAD-005517,high
HS-005518,LEAD-005518,high
HS-005519,LEAD-005519,high
HS-005520,LEAD-005520,high
HS-005521,LEAD-005521,high
HS-005522,LEAD-005522,high
HS-005523,LEAD-005523,high
HS-005524,LEAD-005524,high
HS-005525,,low
HS-005526,LEAD-005526,high
HS-005527,LEAD-005527,high
HS-005528,LEAD-005528,high
HS-005529,LEAD-005529,high
HS-005530,LEAD-005530,high
HS-005531,LEAD-005531,high
HS-005532,LEAD-005532,high
HS-005533,LEAD-005533,high
HS-005534,LEAD-005534,high
HS-005535,LEAD-005535,high
HS-005536,LEAD-005536,high
HS-005537,LEAD-005537,high
HS-005538,LEAD-005538,high
HS-005539,LEAD-005539,high
HS-005540,,low
HS-005541,LEAD-005541,high
HS-005542,LEAD-005542,high
HS-005543,LEAD-005543,high
HS-005544,,low
HS-005545,LEAD-005545,high
HS-005546,LEAD-005546,high
HS-005547,LEAD-005547,high
HS-005548,LEAD-005548,high
HS-005549,LEAD-005549,high
HS-005550,LEAD-005550,high
HS-005551,,low
HS-005552,LEAD-005552,high
HS-005553,LEAD-005553,high
HS-005554,LEAD-005554,high
HS-005555,LEAD-005555,high
HS-005556,LEAD-005556,high
HS-005557,LEAD-005557,high
HS-005558,LEAD-005558,high
HS-005559,LEAD-005559,high
HS-005560,LEAD-005560,high
HS-005561,LEAD-005561,high
HS-005562,LEAD-005562,high
HS-005563,LEAD-005563,high
HS-005564,LEAD-005564,high
HS-005565,LEAD-005565,high
HS-005566,,low
HS-005567,LEAD-005567,high
HS-005568,LEAD-005568,high
HS-005569,LEAD-005569,high
HS-005570,LEAD-005570,high
HS-005571,LEAD-005571,high
HS-005572,LEAD-005572,high
HS-005573,LEAD-005573,high
HS-005574,LEAD-005574,high
HS-005575,LEAD-005575,high
HS-005576,LEAD-005576,high
HS-005577,LEAD-005577,high
HS-005578,LEAD-005578,high
HS-005579,LEAD-005579,high
HS-005580,LEAD-005580,high
HS-005581,LEAD-005581,high
HS-005582,,low
HS-005583,LEAD-005583,high
HS-005584,LEAD-005584,high
HS-005585,LEAD-005585,high
HS-005586,LEAD-005586,high
HS-005587,LEAD-005587,high
HS-005588,LEAD-005588,high
HS-005589,,low
HS-005590,LEAD-005590,high
HS-005591,LEAD-005591,high
HS-005592,LEAD-005592,high
HS-005593,LEAD-005593,high
HS-005594,LEAD-005594,high
HS-005595,LEAD-005595,high
HS-005596,LEAD-005596,high
HS-005597,LEAD-005597,high
HS-005598,LEAD-005598,high
HS-005599,LEAD-005599,high
HS-005600,LEAD-005600,high
HS-005601,LEAD-005601,high
HS-005602,LEAD-005602,high
HS-005603,LEAD-005603,high
HS-005604,LEAD-005604,high
HS-005605,LEAD-005605,high
HS-005606,LEAD-005606,high
HS-005607,LEAD-005607,high
HS-005608,LEAD-005608,high
HS-005609,LEAD-005609,high
HS-005610,LEAD-005610,high
HS-005611,LEAD-005611,high
HS-005612,LEAD-005612,high
HS-005613,LEAD-005613,high
HS-005614,LEAD-005614,high
HS-005615,LEAD-005615,high
HS-005616,LEAD-005616,high
HS-005617,LEAD-005617,high
HS-005618,LEAD-005618,high
HS-005619,LEAD-005619,high
HS-005620,LEAD-005620,high
HS-005621,LEAD-005621,high
HS-005622,LEAD-005622,high
HS-005623,LEAD-005623,high
HS-005624,LEAD-005624,high
HS-005625,LEAD-005625,high
HS-005626,LEAD-005626,high
HS-005627,LEAD-005627,high
HS-005628,LEAD-005628,high
HS-005629,LEAD-005629,high
HS-005630,LEAD-005630,high
HS-005631,LEAD-005631,high
HS-005632,LEAD-005632,high
HS-005633,LEAD-005633,high
HS-005634,LEAD-005634,high
HS-005635,LEAD-005635,high
HS-005636,LEAD-005636,high
HS-005637,LEAD-005637,high
HS-005638,LEAD-005638,high
HS-005639,LEAD-005639,high
HS-005640,,low
HS-005641,LEAD-005641,high
HS-005642,LEAD-005642,high
HS-005643,LEAD-005643,high
HS-005644,,low
HS-005645,,low
HS-005646,LEAD-005646,high
HS-005647,LEAD-005647,high
HS-005648,LEAD-005648,high
HS-005649,,low
HS-005650,LEAD-005650,high
HS-005651,LEAD-005651,high
HS-005652,LEAD-005652,high
HS-005653,LEAD-005653,high
HS-005654,LEAD-005654,high
HS-005655,LEAD-005655,high
HS-005656,LEAD-005656,high
HS-005657,LEAD-005657,high
HS-005658,LEAD-005658,high
HS-005659,LEAD-005659,high
HS-005660,LEAD-005660,high
HS-005661,LEAD-005661,high
HS-005662,LEAD-005662,high
HS-005663,LEAD-005663,high
HS-005664,LEAD-005664,high
HS-005665,LEAD-005665,high
HS-005666,LEAD-005666,high
HS-005667,LEAD-005667,high
HS-005668,LEAD-005668,high
HS-005669,LEAD-005669,high
HS-005670,LEAD-005670,high
HS-005671,LEAD-005671,high
HS-005672,LEAD-005672,high
HS-005673,LEAD-005673,high
HS-005674,,low
HS-005675,LEAD-005675,high
HS-005676,,low
HS-005677,LEAD-005677,high
HS-005678,LEAD-005678,high
HS-005679,LEAD-005679,high
HS-005680,LEAD-005680,high
HS-005681,LEAD-005681,high
HS-005682,LEAD-005682,high
HS-005683,LEAD-005683,high
HS-005684,LEAD-005684,high
HS-005685,LEAD-005685,high
HS-005686,LEAD-005686,high
HS-005687,LEAD-005687,high
HS-005688,LEAD-005688,high
HS-005689,LEAD-005689,high
HS-005690,LEAD-005690,high
HS-005691,LEAD-005691,high
HS-005692,LEAD-005692,high
HS-005693,LEAD-005693,high
HS-005694,LEAD-005694,high
HS-005695,LEAD-005695,high
HS-005696,,low
HS-005697,LEAD-005697,high
HS-005698,LEAD-005698,high
HS-005699,LEAD-005699,high
HS-005700,,low
HS-005701,LEAD-005701,high
HS-005702,LEAD-005702,high
HS-005703,,low
HS-005704,LEAD-005704,high
HS-005705,LEAD-005705,high
HS-005706,LEAD-005706,high
HS-005707,LEAD-005707,high
HS-005708,LEAD-005708,high
HS-005709,LEAD-005709,high
HS-005710,LEAD-005710,high
HS-005711,LEAD-005711,high
HS-005712,LEAD-005712,high
HS-005713,LEAD-005713,high
HS-005714,LEAD-005714,high
HS-005715,LEAD-005715,high
HS-005716,LEAD-005716,high
HS-005717,LEAD-005717,high
HS-005718,LEAD-005718,high
HS-005719,LEAD-005719,high
HS-005720,,low
HS-005721,LEAD-005721,high
HS-005722,LEAD-005722,high
HS-005723,,low
HS-005724,LEAD-005724,high
HS-005725,LEAD-005725,high
HS-005726,LEAD-005726,high
HS-005727,LEAD-005727,high
HS-005728,LEAD-005728,high
HS-005729,LEAD-005729,high
HS-005730,LEAD-005730,high
HS-005731,LEAD-005731,high
HS-005732,LEAD-005732,high
HS-005733,LEAD-005733,high
HS-005734,LEAD-005734,high
HS-005735,LEAD-005735,high
HS-005736,LEAD-005736,high
HS-005737,LEAD-005737,high
HS-005738,LEAD-005738,high
HS-005739,LEAD-005739,high
HS-005740,LEAD-005740,high
HS-005741,LEAD-005741,high
HS-005742,LEAD-005742,high
HS-005743,LEAD-005743,high
HS-005744,LEAD-005744,high
HS-005745,,low
HS-005746,LEAD-005746,high
HS-005747,LEAD-005747,high
HS-005748,LEAD-005748,high
HS-005749,LEAD-005749,high
HS-005750,LEAD-005750,high
HS-005751,,low
HS-005752,,low
HS-005753,LEAD-005753,high
HS-005754,LEAD-005754,high
HS-005755,LEAD-005755,high
HS-005756,LEAD-005756,high
HS-005757,LEAD-005757,high
HS-005758,LEAD-005758,high
HS-005759,LEAD-005759,high
HS-005760,LEAD-005760,high
HS-005761,,low
HS-005762,LEAD-005762,high
HS-005763,LEAD-005763,high
HS-005764,,low
HS-005765,LEAD-005765,high
HS-005766,LEAD-005766,high
HS-005767,LEAD-005767,high
HS-005768,LEAD-005768,high
HS-005769,LEAD-005769,high
HS-005770,LEAD-005770,high
HS-005771,LEAD-005771,high
HS-005772,LEAD-005772,high
HS-005773,LEAD-005773,high
HS-005774,LEAD-005774,high
HS-005775,LEAD-005775,high
HS-005776,LEAD-005776,high
HS-005777,LEAD-005777,high
HS-005778,LEAD-005778,high
HS-005779,LEAD-005779,high
HS-005780,LEAD-005780,high
HS-005781,LEAD-005781,high
HS-005782,LEAD-005782,high
HS-005783,LEAD-005783,high
HS-005784,LEAD-005784,high
HS-005785,LEAD-005785,high
HS-005786,LEAD-005786,high
HS-005787,LEAD-005787,high
HS-005788,LEAD-005788,high
HS-005789,LEAD-005789,high
HS-005790,LEAD-005790,high
HS-005791,LEAD-005791,high
HS-005792,LEAD-005792,high
HS-005793,LEAD-005793,high
HS-005794,LEAD-005794,high
HS-005795,LEAD-005795,high
HS-005796,LEAD-005796,high
HS-005797,LEAD-005797,high
HS-005798,LEAD-005798,high
HS-005799,LEAD-005799,high
HS-005800,LEAD-005800,high
HS-005801,LEAD-005801,high
HS-005802,LEAD-005802,high
HS-005803,LEAD-005803,high
HS-005804,LEAD-005804,high
HS-005805,LEAD-005805,high
HS-005806,LEAD-005806,high
HS-005807,LEAD-005807,high
HS-005808,LEAD-005808,high
HS-005809,LEAD-005809,high
HS-005810,LEAD-005810,high
HS-005811,LEAD-005811,high
HS-005812,LEAD-005812,high
HS-005813,LEAD-005813,high
HS-005814,LEAD-005814,high
HS-005815,LEAD-005815,high
HS-005816,LEAD-005816,high
HS-005817,LEAD-005817,high
HS-005818,,low
HS-005819,LEAD-005819,high
HS-005820,LEAD-005820,high
HS-005821,LEAD-005821,high
HS-005822,LEAD-005822,high
HS-005823,LEAD-005823,high
HS-005824,,low
HS-005825,LEAD-005825,high
HS-005826,LEAD-005826,high
HS-005827,LEAD-005827,high
HS-005828,LEAD-005828,high
HS-005829,LEAD-005829,high
HS-005830,,low
HS-005831,LEAD-005831,high
HS-005832,LEAD-005832,high
HS-005833,LEAD-005833,high
HS-005834,LEAD-005834,high
HS-005835,LEAD-005835,high
HS-005836,LEAD-005836,high
HS-005837,,low
HS-005838,LEAD-005838,high
HS-005839,LEAD-005839,high
HS-005840,LEAD-005840,high
HS-005841,LEAD-005841,high
HS-005842,LEAD-005842,high
HS-005843,LEAD-005843,high
HS-005844,LEAD-005844,high
HS-005845,LEAD-005845,high
HS-005846,LEAD-005846,high
HS-005847,LEAD-005847,high
HS-005848,,low
HS-005849,,low
HS-005850,LEAD-005850,high
HS-005851,LEAD-005851,high
HS-005852,LEAD-005852,high
HS-005853,LEAD-005853,high
HS-005854,LEAD-005854,high
HS-005855,LEAD-005855,high
HS-005856,LEAD-005856,high
HS-005857,LEAD-005857,high
HS-005858,LEAD-005858,high
HS-005859,,low
HS-005860,LEAD-005860,high
HS-005861,LEAD-005861,high
HS-005862,LEAD-005862,high
HS-005863,LEAD-005863,high
HS-005864,LEAD-005864,high
HS-005865,,low
HS-005866,LEAD-005866,high
HS-005867,LEAD-005867,high
HS-005868,LEAD-005868,high
HS-005869,LEAD-005869,high
HS-005870,,low
HS-005871,LEAD-005871,high
HS-005872,LEAD-005872,high
HS-005873,,low
HS-005874,LEAD-005874,high
HS-005875,LEAD-005875,high
HS-005876,LEAD-005876,high
HS-005877,LEAD-005877,high
HS-005878,LEAD-005878,high
HS-005879,LEAD-005879,high
HS-005880,LEAD-005880,high
HS-005881,LEAD-005881,high
HS-005882,LEAD-005882,high
HS-005883,LEAD-005883,high
HS-005884,LEAD-005884,high
HS-005885,LEAD-005885,high
HS-005886,LEAD-005886,high
HS-005887,,low
HS-005888,LEAD-005888,high
HS-005889,LEAD-005889,high
HS-005890,,low
HS-005891,LEAD-005891,high
HS-005892,LEAD-005892,high
HS-005893,LEAD-005893,high
HS-005894,LEAD-005894,high
HS-005895,LEAD-005895,high
HS-005896,LEAD-005896,high
HS-005897,LEAD-005897,high
HS-005898,LEAD-005898,high
HS-005899,LEAD-005899,high
HS-005900,LEAD-005900,high
HS-005901,LEAD-005901,high
HS-005902,LEAD-005902,high
HS-005903,LEAD-005903,high
HS-005904,LEAD-005904,high
HS-005905,LEAD-005905,high
HS-005906,LEAD-005906,high
HS-005907,LEAD-005907,high
HS-005908,LEAD-005908,high
HS-005909,LEAD-005909,high
HS-005910,LEAD-005910,high
HS-005911,LEAD-005911,high
HS-005912,LEAD-005912,high
HS-005913,LEAD-005913,high
HS-005914,LEAD-005914,high
HS-005915,LEAD-005915,high
HS-005916,LEAD-005916,high
HS-005917,,low
HS-005918,LEAD-005918,high
HS-005919,LEAD-005919,high
HS-005920,LEAD-005920,high
HS-005921,LEAD-005921,high
HS-005922,LEAD-005922,high
HS-005923,LEAD-005923,high
HS-005924,LEAD-005924,high
HS-005925,LEAD-005925,high
HS-005926,LEAD-005926,high
HS-005927,LEAD-005927,high
HS-005928,LEAD-005928,high
HS-005929,LEAD-005929,high
HS-005930,,low
HS-005931,LEAD-005931,high
HS-005932,LEAD-005932,high
HS-005933,LEAD-005933,high
HS-005934,LEAD-005934,high
HS-005935,LEAD-005935,high
HS-005936,LEAD-005936,high
HS-005937,LEAD-005937,high
HS-005938,LEAD-005938,high
HS-005939,LEAD-005939,high
HS-005940,LEAD-005940,high
HS-005941,LEAD-005941,high
HS-005942,LEAD-005942,high
HS-005943,LEAD-005943,high
HS-005944,LEAD-005944,high
HS-005945,LEAD-005945,high
HS-005946,,low
HS-005947,LEAD-005947,high
HS-005948,LEAD-005948,high
HS-005949,LEAD-005949,high
HS-005950,LEAD-005950,high
HS-005951,LEAD-005951,high
HS-005952,LEAD-005952,high
HS-005953,LEAD-005953,high
HS-005954,LEAD-005954,high
HS-005955,LEAD-005955,high
HS-005956,LEAD-005956,high
HS-005957,LEAD-005957,high
HS-005958,LEAD-005958,high
HS-005959,LEAD-005959,high
HS-005960,LEAD-005960,high
HS-005961,,low
HS-005962,LEAD-005962,high
HS-005963,LEAD-005963,high
HS-005964,LEAD-005964,high
HS-005965,LEAD-005965,high
HS-005966,LEAD-005966,high
HS-005967,LEAD-005967,high
HS-005968,LEAD-005968,high
HS-005969,LEAD-005969,high
HS-005970,LEAD-005970,high
HS-005971,LEAD-005971,high
HS-005972,LEAD-005972,high
HS-005973,LEAD-005973,high
HS-005974,LEAD-005974,high
HS-005975,LEAD-005975,high
HS-005976,LEAD-005976,high
HS-005977,,low
HS-005978,LEAD-005978,high
HS-005979,LEAD-005979,high
HS-005980,LEAD-005980,high
HS-005981,LEAD-005981,high
HS-005982,LEAD-005982,high
HS-005983,LEAD-005983,high
HS-005984,LEAD-005984,high
HS-005985,LEAD-005985,high
HS-005986,LEAD-005986,high
HS-005987,LEAD-005987,high
HS-005988,LEAD-005988,high
HS-005989,LEAD-005989,high
HS-005990,LEAD-005990,high
HS-005991,LEAD-005991,high
HS-005992,LEAD-005992,high
HS-005993,LEAD-005993,high
HS-005994,LEAD-005994,high
HS-005995,LEAD-005995,high
HS-005996,LEAD-005996,high
HS-005997,LEAD-005997,high
HS-005998,LEAD-005998,high
HS-005999,LEAD-005999,high
HS-006000,LEAD-006000,high
